Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,ENTERTAINMENT TRADE MGT (AGENCIES) LTD,14/06/2013,3500,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,OFF THE KERB PRODUCTIONS,04/06/2013,5066.25,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,The John Boddy Agency,18/06/2013,1500,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,Hormonal Housewives Ltd,25/06/2013,2999.2,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,MORNINGSIDE MANAGEMENT LIMITED,25/06/2013,1748.08,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAF,Supplies & Services,Artistes Fees,Live Nation (Music) UK Ltd,26/06/2013,1900.48,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAF,Supplies & Services,Artistes Fees,STREET DANCE TELFORD,11/06/2013,2256.8,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAF,Supplies & Services,Artistes Fees,TADLOP,18/06/2013,8990.93,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAG,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,14/06/2013,141.6,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAL,Supplies & Services,Artistes Fees,THE CULTURAL SISTERS,11/06/2013,360,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Stationery,THE SIGN SHOP,21/06/2013,520,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Artistes Fees,7SENSE,20/06/2013,18500,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Artistes Fees,Urban Associates Public Relations Ltd,14/06/2013,2500,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Artistes Fees,7SENSE,14/06/2013,7000,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Printing - Other,LEXON,04/06/2013,140,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Protective Clothing,SBA LTD,26/06/2013,699.6,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,10/06/2013,173.34,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,10/06/2013,313.64,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,10/06/2013,536.76,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,10/06/2013,111.34,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,10/06/2013,223.44,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,10/06/2013,141.86,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,10/06/2013,154.1,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Other Expenses,DMC STOCKTAKING,10/06/2013,160,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Other Expenses,DMC STOCKTAKING,13/06/2013,160,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,10/06/2013,156.7,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,25/06/2013,178.92,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,19/06/2013,167.58,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,19/06/2013,357.84,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,19/06/2013,226.36,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,19/06/2013,144.76,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Other Expenses,DMC STOCKTAKING,20/06/2013,160,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,19/06/2013,112.84,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAP,Supplies & Services,Provisions,WOODWARD FOODSERVICE LTD,12/06/2013,133.42,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAP,Supplies & Services,Provisions,WOODWARD FOODSERVICE LTD,12/06/2013,252.26,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAQ,Supplies & Services,Artistes Fees,Manchester Camerata,11/06/2013,1800,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAQ,Supplies & Services,Professional Subs,Cause4,18/06/2013,197.2,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAQ,Supplies & Services,Professional Subs,Cause4,19/06/2013,497.5,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAQ,Transport-Related Expenditure,Contract Hire,CITY OF BIRMINGHAM SYMPHONY ORCHESTRA,25/06/2013,585,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,ECAA,Supplies & Services,Bulk Refuse Contracts Purch,UK CONTAINER MAINTENANCE LIMITED,19/06/2013,-160,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,ECAA,Supplies & Services,Bulk Refuse Contracts Purch,CRAEMER UK LTD,27/06/2013,7560,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,ECAA,Supplies & Services,Annual Maintenance,NORTHGATE INFORMATION SOLUTIONS UK LTD,11/06/2013,3400,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,ECAF,Supplies & Services,Other Services,HILBRAE PETS HOTEL,21/06/2013,2606.81,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,ECAH,Supplies & Services,Bulk Refuse Contracts Purch,UK CONTAINER MAINTENANCE LIMITED,19/06/2013,1550,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,ECAH,Third Party Payments,Private Contractors,TELFORD & WREKIN SERVICES LTD,18/06/2013,100029.96,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,ECAN,Third Party Payments,Private Contractors,SITA UK,21/06/2013,1121.2,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,ECAN,Third Party Payments,Private Contractors,SITA UK,21/06/2013,3083.32,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,ECAN,Third Party Payments,Private Contractors,SITA UK,21/06/2013,1280.7,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EEAB,Supplies & Services,Other Materials,PICTORIAL MEADOWS,17/06/2013,4856.47,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EEAB,Supplies & Services,Sub Contractors,D P WILCOX & SON,14/06/2013,131.5,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EEAB,Supplies & Services,Sub Contractors,West Mercia Energy (WME),14/06/2013,109.57,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EEAB,Supplies & Services,Other Materials,BONINGALE NURSERIES,24/06/2013,2307.95,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EEAB,Supplies & Services,Other Materials,BONINGALE NURSERIES,04/06/2013,226.55,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EEBR,Employees,Professional Subs,Chartered Institute for the Management of Sport and Physical Activity,10/06/2013,133.21,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EEBR,Supplies & Services,Postages,FREELANCE BUSINESS ASSOCIATES,12/06/2013,105,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EEBR,Supplies & Services,Publications,MUNICIPAL JOURNAL LTD,10/06/2013,140,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EHBH,Supplies & Services,Conference Expenses,APSE,19/06/2013,507,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EHBM,Third Party Payments,Private Contractors,TELFORD & WREKIN SERVICES LTD,18/06/2013,802236.92,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EHBM,Third Party Payments,Private Contractors,TELFORD & WREKIN SERVICES LTD,18/06/2013,138643.5,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EPAD,Supplies & Services,Other Materials,SEVERN TRENT WATER LTD,28/06/2013,115.02,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EPAF,Premises-Related Expenditure,R&M - Mechanical,FITZGERALD CONTRACTORS LTD,17/06/2013,1937.41,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EPAF,Premises-Related Expenditure,R&M - Mechanical,FITZGERALD CONTRACTORS LTD,04/06/2013,3670.14,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EPAF,Premises-Related Expenditure,R&M - Mechanical,HAGS-SMP LTD,24/06/2013,982.3,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EPAF,Premises-Related Expenditure,R&M - Mechanical,FITZGERALD CONTRACTORS LTD,04/06/2013,2822.19,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EPAF,Supplies & Services,Sub Contractors,FITZGERALD CONTRACTORS LTD,04/06/2013,5053.91,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EPAF,Supplies & Services,Sub Contractors,OCS GROUP UK LIMITED T/A CANNON,04/06/2013,408,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EPAF,Supplies & Services,Sub Contractors,FITZGERALD CONTRACTORS LTD,04/06/2013,8493.57,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EPAF,Transport-Related Expenditure,District Council Vehicles,CHRIS HARDY TYRES LTD,20/06/2013,200,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EPAL,Transport-Related Expenditure,Car Leasing,LEX AUTOLEASE LTD,10/06/2013,189.95,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EPAM,Supplies & Services,Provisions,Cafeology,07/06/2013,426.31,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EPAM,Supplies & Services,Provisions,Cafeology,07/06/2013,241.93,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EPAM,Supplies & Services,Provisions,BIKOLD,19/06/2013,127.1,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EPAM,Supplies & Services,Provisions,BIKOLD,18/06/2013,470.68,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EPAM,Supplies & Services,Provisions,BIKOLD,18/06/2013,113,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAB,Supplies & Services,Commissions,Coalbrookdale and Ironbridge Community Centre,04/06/2013,107.65,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAB,Supplies & Services,Commissions,SEVERN HOSPICE,06/06/2013,490.92,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAD,Supplies & Services,Other Services,SITA UK,14/06/2013,5981.24,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAD,Supplies & Services,Other Services,SITA UK,14/06/2013,6551.08,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAD,Third Party Payments,Contractor Recharge,SITA UK,14/06/2013,4800.48,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Highways Equipment,SITA UK,18/06/2013,20660.58,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Green Waste,JACK MOODY LTD,11/06/2013,469.5,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Other Services,SITA UK,25/06/2013,321185.18,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Green Waste,JACK MOODY LTD,04/06/2013,322.64,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Green Waste,JACK MOODY LTD,19/06/2013,1434.24,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Service Contracts,AQUA FORCE SPECIAL WASTE LTD,06/06/2013,1720,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Service Contracts,CARTWRIGHTS WASTE DISPOSAL SERV LTD,06/06/2013,182,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Service Contracts,CARTWRIGHTS WASTE DISPOSAL SERV LTD,06/06/2013,158.6,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Service Contracts,SITA UK,14/06/2013,768.3,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Service Contracts,AQUA FORCE SPECIAL WASTE LTD,04/06/2013,1285,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Service Contracts,AQUA FORCE SPECIAL WASTE LTD,11/06/2013,1575,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Service Contracts,CARTWRIGHTS WASTE DISPOSAL SERV LTD,11/06/2013,172.9,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Service Contracts,AQUA FORCE SPECIAL WASTE LTD,11/06/2013,1285,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Other Materials,JACK MOODY LTD,19/06/2013,9151.2,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Green Waste,JACK MOODY LTD,21/06/2013,505.41,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Green Waste,JACK MOODY LTD,14/06/2013,391.94,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Green Waste,SITA UK,14/06/2013,628.89,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Highways Equipment,SITA UK,04/06/2013,9918.59,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Asbestos Waste,SITA UK,19/06/2013,851.47,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Supplies & Services,Service Contracts,SRCL LTD,19/06/2013,702.31,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAE,Transport-Related Expenditure,Tyres - Routine,CREDENTIALS ENVIRONMENTAL LTD,06/06/2013,306.6,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAQ,Supplies & Services,Legal,Sharpe Pritchard,25/06/2013,16222.66,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,EWAQ,Supplies & Services,Financial Services,GRANT THORNTON UK LLP,05/06/2013,10976.79,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,WEAJ,Capital Expenditure,Payments to Contractor,Heart of Stone Ltd,13/06/2013,450,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,WEAJ,Capital Expenditure,Payments to Contractor,EARTHWORKS SERVICES,13/06/2013,965,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,WEAJ,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,10/06/2013,15355.65,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,WEPA,Capital Expenditure,Other Capital Expenditure,THE SMALL WOODS ASSOCIATION,28/06/2013,250,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,WEPA,Capital Expenditure,Other Capital Expenditure,THE SMALL WOODS ASSOCIATION,28/06/2013,250,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,WEPA,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,10/06/2013,1493.71,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,WEPA,Capital Expenditure,Site Investigation,M & A SURVEYS LTD,17/06/2013,400,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,WEPB,Employees,Training Exp's (Facilitators),THE SMALL WOODS ASSOCIATION,28/06/2013,250,,,,,,,,
Neighbourhood & Leisure Services,Environment & Open Space,YEAD,Supplies & Services,Printing - Other,MARKETING AT THE MILL,06/06/2013,155,,,,,,,,
Neighbourhood & Leisure Services,Highways,EHAD,Supplies & Services,Term Contract,JACOBS UK LIMITED,20/06/2013,21258.32,,,,,,,,
Neighbourhood & Leisure Services,Highways,EHAQ,Premises-Related Expenditure,Grounds Maintenance - L&CS,AMEC ENVIRONMENT & INFRASTRUCTURE UK LTD,11/06/2013,5000,,,,,,,,
Neighbourhood & Leisure Services,Highways,EHAW,Premises-Related Expenditure,Ad-hoc Maintenance,BT BUSINESS DIRECT LTD,19/06/2013,4090.34,,,,,,,,
Neighbourhood & Leisure Services,Highways,EHBE,Premises-Related Expenditure,R&M -Buildings DLO Charge,DMW ENVIRONMENTAL SAFETY LTD,17/06/2013,450,,,,,,,,
Neighbourhood & Leisure Services,Highways,EHBE,Supplies & Services,Security Services,VINCI PARK SERVICES UK LTD,12/06/2013,746.7,,,,,,,,
Neighbourhood & Leisure Services,Highways,EHBE,Supplies & Services,Security Services,VINCI PARK SERVICES UK LTD,12/06/2013,4232.49,,,,,,,,
Neighbourhood & Leisure Services,Highways,EHBE,Supplies & Services,Other Services,Jade Security Service Ltd,14/06/2013,482.24,,,,,,,,
Neighbourhood & Leisure Services,Highways,EHBF,Supplies & Services,Consultants Fees,PELL FRISCHMANN,18/06/2013,4000,,,,,,,,
Neighbourhood & Leisure Services,Highways,WCAP,Capital Expenditure,Payments to Contractor,Urban Surface Protection,03/06/2013,9380,,,,,,,,
Neighbourhood & Leisure Services,Highways,WCAP,Capital Expenditure,Payments to Contractor,Transportation Planning (International) Ltd,04/06/2013,2500,,,,,,,,
Neighbourhood & Leisure Services,Highways,WCBR,Capital Expenditure,Payments to Contractor,GROUND INVESTIGATION & PILING LTD,11/06/2013,5767.65,,,,,,,,
Neighbourhood & Leisure Services,Highways,WCBR,Capital Expenditure,External Professional Fees,JACOBS UK LIMITED,03/06/2013,57632,,,,,,,,
Neighbourhood & Leisure Services,Highways,WCBR,Capital Expenditure,External Professional Fees,JACOBS UK LIMITED,04/06/2013,78849,,,,,,,,
Neighbourhood & Leisure Services,Highways,WEAC,Capital Expenditure,Payments to Contractor,KEYSOFT SOLUTIONS LTD,19/06/2013,2380,,,,,,,,
Neighbourhood & Leisure Services,Highways,WEAC,Capital Expenditure,Payments to Contractor,Imtech Traffic & Infra UK Limited,19/06/2013,21875.39,,,,,,,,
Neighbourhood & Leisure Services,Highways,WEAC,Capital Expenditure,Payments to Contractor,Imtech Traffic & Infra UK Limited,20/06/2013,2400,,,,,,,,
Neighbourhood & Leisure Services,Highways,WEAC,Capital Expenditure,Payments to Contractor,KEYSOFT SOLUTIONS LTD,14/06/2013,2250,,,,,,,,
Neighbourhood & Leisure Services,Highways,WEAC,Capital Expenditure,Payments to Contractor,TELFORD & WREKIN SERVICES LTD,19/06/2013,7752.14,,,,,,,,
Neighbourhood & Leisure Services,Highways,WEAR,Capital Expenditure,Payments to Contractor,Imtech Traffic & Infra UK Limited,20/06/2013,76054.29,,,,,,,,
