Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount
Customer & Neighbourhood Services,Public Protection,Supplies & Services,Legal Expenses,WORD 360 T/AEXPRESS INTERPRETING & TRANSLATION,11/07/2018,110.35
Customer & Neighbourhood Services,Public Protection,Supplies & Services,Other Services,ALS ENVIRONMENTAL LIMITED,12/07/2018,259.79
Customer & Neighbourhood Services,Public Protection,Supplies & Services,Medical Consultants Fees,Osborne Richardson Ltd,23/07/2018,696
Customer & Neighbourhood Services,Public Protection,Supplies & Services,Medical Consultants Fees,Osborne Richardson Ltd,12/07/2018,672
Customer & Neighbourhood Services,Public Protection,Supplies & Services,Medical Consultants Fees,Osborne Richardson Ltd,30/07/2018,888
Customer & Neighbourhood Services,Public Protection,Supplies & Services,Medical Consultants Fees,Osborne Richardson Ltd,30/07/2018,696
Customer & Neighbourhood Services,Public Protection,Supplies & Services,Medical Consultants Fees,Osborne Richardson Ltd,30/07/2018,768
Customer & Neighbourhood Services,Public Protection,Supplies & Services,Medical Consultants Fees,Osborne Richardson Ltd,06/07/2018,688
Customer & Neighbourhood Services,Transport and Highway Development,Third Party Payments,Contractor Recharge,FITZGERALD CONTRACTORS LTD,18/07/2018,283.5
Customer & Neighbourhood Services,Transport and Highway Development,Third Party Payments,Contractor Recharge,FITZGERALD CONTRACTORS LTD,18/07/2018,2050.06
Customer & Neighbourhood Services,Transport and Highway Development,Third Party Payments,Contractor Recharge,A HAND SERVICES (Dyno Rod) LTD,24/07/2018,126
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Medical Consultants Fees,MetDesk Limited,26/07/2018,7500
Customer & Neighbourhood Services,Transport and Highway Development,Third Party Payments,TWS Contract,TELFORD & WREKIN SERVICES LTD,05/07/2018,710.4
Customer & Neighbourhood Services,Transport and Highway Development,Premises-Related Expenditure,R&M -Buildings DLO Charge,ARCO LIMITED,16/07/2018,222
Customer & Neighbourhood Services,Transport and Highway Development,Third Party Payments,Private Contractors,VIATEC UK LTD,16/07/2018,2072
Customer & Neighbourhood Services,Transport and Highway Development,Premises-Related Expenditure,R&M -Buildings DLO Charge,DMC Products and Marketing,18/07/2018,3778.4
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Medical Consultants Fees,JACOBS ONE LIMITED,10/07/2018,31977
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Equipment - Purchase,Tandem Group Cycles Limited,03/07/2018,160.16
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Equipment - Purchase,Tandem Group Cycles Limited,03/07/2018,185.98
Customer & Neighbourhood Services,Transport and Highway Development,Employees,Staff Training,MODESHIFT,02/07/2018,499
Customer & Neighbourhood Services,Transport and Highway Development,Employees,Staff Training,MODESHIFT,02/07/2018,399
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Comp Hardware (Purch / Hire),ELGIN,13/07/2018,7023
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Other Services,QDSM Ltd,25/07/2018,5375
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,25/07/2018,110.88
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,25/07/2018,110.88
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,25/07/2018,110.88
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,03/07/2018,374.21
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,03/07/2018,110.88
Customer & Neighbourhood Services,Transport and Highway Development,Capital Financing Costs,Leased Buildings,NETWORK RAIL PROPERTY,03/07/2018,1845.67
Customer & Neighbourhood Services,Transport and Highway Development,Capital Financing Costs,Leased Buildings,NETWORK RAIL PROPERTY,03/07/2018,1893.65
Customer & Neighbourhood Services,Transport and Highway Development,Capital Financing Costs,Leased Buildings,NETWORK RAIL PROPERTY,03/07/2018,2056.06
Customer & Neighbourhood Services,Transport and Highway Development,Premises-Related Expenditure,Sewage Charges,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,25/07/2018,933.48
Customer & Neighbourhood Services,Transport and Highway Development,Premises-Related Expenditure,Sewage Charges,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,25/07/2018,897.33
Customer & Neighbourhood Services,Transport and Highway Development,Premises-Related Expenditure,Sewage Charges,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,25/07/2018,492.65
Customer & Neighbourhood Services,Transport and Highway Development,Premises-Related Expenditure,Sewage Charges,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,13/07/2018,473.54
Customer & Neighbourhood Services,Transport and Highway Development,Premises-Related Expenditure,R&M -Buildings DLO Charge,E.ON UK ENERGY SERVICES LIMITED,18/07/2018,20623
Customer & Neighbourhood Services,Transport and Highway Development,Third Party Payments,External Contractor's - Machines,METRIC GROUP LTD,25/07/2018,365
Customer & Neighbourhood Services,Transport and Highway Development,Third Party Payments,External Contractor's - Enforcement Back Office,Chipside Ltd,25/07/2018,551.1
Customer & Neighbourhood Services,Transport and Highway Development,Premises-Related Expenditure,R&M -Buildings DLO Charge,A HAND SERVICES (Dyno Rod) LTD,03/07/2018,1414.35
Customer & Neighbourhood Services,Transport and Highway Development,Employees,Professional Subs,INSTITUTE OF HIGHWAYS ENGINEERS,03/07/2018,117
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Other Services,ALS ENVIRONMENTAL LIMITED,18/07/2018,138
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Other Services,Initial Projects Ltd T/A Enitial,18/07/2018,940
Customer & Neighbourhood Services,Transport and Highway Development,Third Party Payments,Contractor Recharge,FITZGERALD CONTRACTORS LTD,18/07/2018,556.7
Customer & Neighbourhood Services,Transport and Highway Development,Third Party Payments,Contractor Recharge,FITZGERALD CONTRACTORS LTD,18/07/2018,704.67
Customer & Neighbourhood Services,Transport and Highway Development,Third Party Payments,Contractor Recharge,FITZGERALD CONTRACTORS LTD,18/07/2018,527.3
Customer & Neighbourhood Services,Transport and Highway Development,Third Party Payments,Contractor Recharge,CH2M HILL,24/07/2018,935.53
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Equipment - Hire,STANFORD MARSH FINANCE LTD,18/07/2018,1647
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Fees,AECOM INFRASTRUCTURE & ENVIRONMENT UK LTD,24/07/2018,6072.37
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Fees,AECOM INFRASTRUCTURE & ENVIRONMENT UK LTD,24/07/2018,4879.08
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Fees,AECOM INFRASTRUCTURE & ENVIRONMENT UK LTD,24/07/2018,1322.13
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Fees,AECOM INFRASTRUCTURE & ENVIRONMENT UK LTD,24/07/2018,4647.13
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Concessionary Travel,ARRIVA MIDLANDS NORTH LTD ,27/07/2018,135094.67
Customer & Neighbourhood Services,Transport and Highway Development,Third Party Payments,Private Contractors,ARRIVA MIDLANDS NORTH LTD ,03/07/2018,146515.94
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Concessionary Travel,ARRIVA MIDLANDS NORTH LTD ,13/07/2018,1199.01
Customer & Neighbourhood Services,Transport and Highway Development,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LTD ,03/07/2018,5548.75
Customer & Neighbourhood Services,Transport and Highway Development,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LTD ,03/07/2018,4193
Customer & Neighbourhood Services,Transport and Highway Development,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LTD ,03/07/2018,7277
Customer & Neighbourhood Services,Transport and Highway Development,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LTD ,03/07/2018,3108.95
Customer & Neighbourhood Services,Transport and Highway Development,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LTD ,01/08/2018,16808.84
Customer & Neighbourhood Services,Transport and Highway Development,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LTD ,01/08/2018,4414.72
Customer & Neighbourhood Services,Transport and Highway Development,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LTD ,01/08/2018,7597.08
Customer & Neighbourhood Services,Transport and Highway Development,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LTD ,01/08/2018,2753.7
Customer & Neighbourhood Services,Transport and Highway Development,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LTD ,01/08/2018,2523
Customer & Neighbourhood Services,Transport and Highway Development,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LTD ,01/08/2018,1643.7
Customer & Neighbourhood Services,Transport and Highway Development,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LTD ,03/07/2018,1726.75
Customer & Neighbourhood Services,Transport and Highway Development,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LTD ,03/07/2018,2400
Customer & Neighbourhood Services,Transport and Highway Development,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LTD ,03/07/2018,16208.5
Customer & Neighbourhood Services,Transport and Highway Development,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LTD ,03/07/2018,5432.75
Customer & Neighbourhood Services,Transport and Highway Development,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LTD ,01/08/2018,5799.7
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,AJB CONTRACTING LTD,25/07/2018,1362
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,AJB CONTRACTING LTD,25/07/2018,4250
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,CH2M HILL,25/07/2018,639.6
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,AJB CONTRACTING LTD,25/07/2018,500
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,25/07/2018,27436.29
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,Nationwide Data Collection,03/07/2018,380
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,The Tree Man,03/07/2018,4676
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,The Tree Man,03/07/2018,620
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Equipment - Purchase,OFCOM,18/07/2018,300
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,A.R.M. Surveys Ltd,24/07/2018,1100
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,External Professional Fees,YOTTA (50121073),18/07/2018,12600
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,A HAND SERVICES (Dyno Rod) LTD,18/07/2018,250
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,A HAND SERVICES (Dyno Rod) LTD,18/07/2018,350
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,A HAND SERVICES (Dyno Rod) LTD,18/07/2018,250
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,CH2M HILL,24/07/2018,371.12
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,CH2M HILL,24/07/2018,924.22
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,CH2M HILL,24/07/2018,175.38
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,CH2M HILL,24/07/2018,2739.7
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,CH2M HILL,24/07/2018,385.73
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Other Capital Expenditure,Sheet Anchor Evolve Ltd,25/07/2018,750
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Purchase of Buildings,WPD MIDLANDS NETWORKS SERVICES LTD,13/07/2018,6767.73
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,External Professional Fees,JACOBS ONE LIMITED,01/08/2018,14432.79
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,External Professional Fees,JACOBS ONE LIMITED,01/08/2018,15302.62
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Purchase of Buildings,ARRIVA MIDLANDS NORTH LTD ,18/07/2018,867
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,NETWORK RAIL INFRASTRUCTURE LTD,03/07/2018,8811.07
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,25/07/2018,15477.58
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,18/07/2018,25549.67
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,18/07/2018,25223.86
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,18/07/2018,36008.94
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,CH2M HILL,25/07/2018,149.31
Customer & Neighbourhood Services,Waste & Neighbourhood Services,Premises-Related Expenditure,Service Contracts,TELFORD & WREKIN SERVICES LTD,27/07/2018,3287.5
Customer & Neighbourhood Services,Waste & Neighbourhood Services,Premises-Related Expenditure,General Rents,TELFORD & WREKIN SERVICES LTD,27/07/2018,6189.49
Customer & Neighbourhood Services,Waste & Neighbourhood Services,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),16/07/2018,52988.9
Customer & Neighbourhood Services,Waste & Neighbourhood Services,Supplies & Services,Medical Consultants Fees,AECOM INFRASTRUCTURE & ENVIRONMENT UK LTD,10/07/2018,3856.32
Customer & Neighbourhood Services,Waste & Neighbourhood Services,Supplies & Services,Medical Consultants Fees,Bentley Project Management (UK) Limited,09/07/2018,8000
Customer & Neighbourhood Services,Waste & Neighbourhood Services,Supplies & Services,Medical Consultants Fees,Pitney Bowes Software Europe Limited,09/07/2018,32300
Customer & Neighbourhood Services,Waste & Neighbourhood Services,Third Party Payments,Contractor Recharge,PRYSMIAN CABLES & SYSTEMS LTD,03/07/2018,59059.23
Customer & Neighbourhood Services,Waste & Neighbourhood Services,Third Party Payments,Contractor Recharge,The Helping Hand Company (Ledbury) Ltd T/A Symmetrikit,25/07/2018,415.2
Customer & Neighbourhood Services,Waste & Neighbourhood Services,Third Party Payments,Contractor Recharge,The Helping Hand Company (Ledbury) Ltd T/A Symmetrikit,25/07/2018,537
