Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount
Education & Corporate Parenting,Consultancy & Advisory Services,Transport-Related Expenditure,Transport Contractors,A-STAR TRANSPORT MIDLANDS LTD,06/02/2018,3213
Education & Corporate Parenting,Consultancy & Advisory Services,Transport-Related Expenditure,Transport Contractors,A-STAR TRANSPORT MIDLANDS LTD,06/02/2018,1545.18
Education & Corporate Parenting,Consultancy & Advisory Services,Transport-Related Expenditure,Taxi Costs,A-STAR TRANSPORT MIDLANDS LTD,07/02/2018,3297
Education & Corporate Parenting,Consultancy & Advisory Services,Transport-Related Expenditure,Transport Contractors,SALOP MEDICAL SERVICES (UK) LTD,15/02/2018,750
Education & Corporate Parenting,Consultancy & Advisory Services,Transport-Related Expenditure,Transport Contractors,SALOP MEDICAL SERVICES (UK) LTD,15/02/2018,120
Education & Corporate Parenting,Consultancy & Advisory Services,Transport-Related Expenditure,Transport Contractors,SALOP MEDICAL SERVICES (UK) LTD,15/02/2018,750
Education & Corporate Parenting,Consultancy & Advisory Services,Transport-Related Expenditure,Taxi Costs,Travel Wood LTD,13/02/2018,2335
Education & Corporate Parenting,Consultancy & Advisory Services,Transport-Related Expenditure,Taxi Costs,Travel Wood LTD,06/02/2018,2835
Education & Corporate Parenting,Consultancy & Advisory Services,Employees,Training Expenses,PABBS Ltd,13/02/2018,250
Education & Corporate Parenting,Consultancy & Advisory Services,Premises-Related Expenditure,Hire Of Rooms,RAMADA TELFORD IRONBRIDGE,26/02/2018,125
Education & Corporate Parenting,Consultancy & Advisory Services,Supplies & Services,Training Costs - Participants Recharged,RAMADA TELFORD IRONBRIDGE,26/02/2018,416.75
Education & Corporate Parenting,Consultancy & Advisory Services,Third Party Payments,2 Year Old Funding,CENTRAL PARK NURSERY,16/02/2018,306.6
Education & Corporate Parenting,Consultancy & Advisory Services,Supplies & Services,Grants To Voluntary Organis,NCFE,22/02/2018,900
Education & Corporate Parenting,Consultancy & Advisory Services,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,21/02/2018,145.53
Education & Corporate Parenting,Consultancy & Advisory Services,Supplies & Services,Marketing & Publicity,Gov TV Ltd (trading as GOV Radio),21/02/2018,2898
Education & Corporate Parenting,Consultancy & Advisory Services,Transport-Related Expenditure,Transport,SHROPSHIRE COUNCIL ,06/02/2018,2105.4
Education & Corporate Parenting,Consultancy & Advisory Services,Transport-Related Expenditure,Transport,SHROPSHIRE COUNCIL ,06/02/2018,2984.85
Education & Corporate Parenting,Consultancy & Advisory Services,Transport-Related Expenditure,Transport,SHROPSHIRE COUNCIL ,06/02/2018,104.38
Education & Corporate Parenting,Consultancy & Advisory Services,Transport-Related Expenditure,Transport,SHROPSHIRE COUNCIL ,06/02/2018,2926
Education & Corporate Parenting,Consultancy & Advisory Services,Transport-Related Expenditure,Transport,SHROPSHIRE COUNCIL ,06/02/2018,2418.63
Education & Corporate Parenting,Consultancy & Advisory Services,Transport-Related Expenditure,Taxi Costs,SHROPSHIRE COUNCIL ,01/02/2018,2541
Education & Corporate Parenting,Consultancy & Advisory Services,Transport-Related Expenditure,Transport,SHROPSHIRE COUNCIL ,06/02/2018,2320.3
Education & Corporate Parenting,Consultancy & Advisory Services,Transport-Related Expenditure,"Fees, Plating / Mot's",SHROPSHIRE COUNCIL ,06/02/2018,2144.52
Education & Corporate Parenting,Consultancy & Advisory Services,Transport-Related Expenditure,Transport,SHROPSHIRE COUNCIL ,01/02/2018,2232.45
Education & Corporate Parenting,Consultancy & Advisory Services,Transport-Related Expenditure,Transport,SHROPSHIRE COUNCIL ,01/02/2018,429
Education & Corporate Parenting,Consultancy & Advisory Services,Transport-Related Expenditure,Transport,SHROPSHIRE COUNCIL ,01/02/2018,2249.98
Education & Corporate Parenting,Consultancy & Advisory Services,Transport-Related Expenditure,Transport,SHROPSHIRE COUNCIL ,01/02/2018,3879.15
Education & Corporate Parenting,Consultancy & Advisory Services,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,07/02/2018,194.04
Finance & Human Resources,Corporate Codes,Employees,Agency Supply Costs,Matrix SCM,16/02/2018,41524.18
Finance & Human Resources,Corporate Codes,Employees,Agency Supply Costs,Matrix SCM,07/02/2018,32900.55
Finance & Human Resources,Corporate Codes,Employees,Agency Supply Costs,Matrix SCM,02/02/2018,32065.62
Finance & Human Resources,Corporate Codes,Employees,Agency Supply Costs,Matrix SCM,20/02/2018,27126.76
Finance & Human Resources,Corporate Codes,Employees,Agency Supply Costs,Matrix SCM,27/02/2018,26296.23
Finance & Human Resources,Finance,Supplies & Services,Other Services,ALLPAY.NET LIMITED,13/02/2018,283.28
Finance & Human Resources,Finance,Supplies & Services,Other Services,ALLPAY.NET LIMITED,13/02/2018,180.96
Finance & Human Resources,Finance,Supplies & Services,Other Services,ALLPAY.NET LIMITED,13/02/2018,2295.81
Finance & Human Resources,Finance,Supplies & Services,Other Services,ALLPAY.NET LIMITED,20/02/2018,403.82
Finance & Human Resources,Finance,Supplies & Services,Other Services,ALLPAY.NET LIMITED,20/02/2018,2908.67
Finance & Human Resources,Finance,Supplies & Services,Other Services,ALLPAY.NET LIMITED,20/02/2018,145.94
Finance & Human Resources,Finance,Supplies & Services,Other Services,NORTHERN HOUSING CONSORTIUM LTD,13/02/2018,1053.15
Finance & Human Resources,"Finance Manager (Business, Education & Care)",Employees,Professional Subs,C I P F A,08/02/2018,310
Finance & Human Resources,"Finance Manager (Business, Education & Care)",Employees,Professional Subs,Chartered Institute of Management Accountants (CIMA),08/02/2018,278
Finance & Human Resources,"Finance Manager (Business, Education & Care)",Supplies & Services,Comp Hardware (Purch / Hire),EUROPEAN ELECTRONIQUE LTD,20/02/2018,115
Finance & Human Resources,Finance Manager (Corporate & Capital),Supplies & Services,Subscriptions,CIPFA BUSINESS LTD,15/02/2018,8310
Finance & Human Resources,Human Resources,Employees,Criminal Records Bureau Checks,Capita Recruitment Vetting Service,14/02/2018,338.45
Finance & Human Resources,Human Resources,Employees,Criminal Records Bureau Checks,DISCLOSURE & BARRING SERVICE,14/02/2018,5798
Finance & Human Resources,Human Resources,Supplies & Services,Doctors Fees,DAWLEY MEDICAL PRACTICES,28/02/2018,133
Finance & Human Resources,Human Resources,Supplies & Services,Subscriptions,FL MEMO LTD,14/02/2018,135.15
Finance & Human Resources,Revenues,Supplies & Services,Printing - Other,CDP Print Management,20/02/2018,229.2
Finance & Human Resources,Revenues,Supplies & Services,Printing - Other,CDP Print Management,26/02/2018,256.45
Finance & Human Resources,Revenues,Supplies & Services,Printing - Other,LION FPG LIMITED,06/02/2018,363
Finance & Human Resources,Revenues,Supplies & Services,Printing - Other,LEXON GB LTD,09/02/2018,368.19
Finance & Human Resources,Revenues,Supplies & Services,Printing - Other,LEXON GB LTD,27/02/2018,212.75
Finance & Human Resources,Revenues,Supplies & Services,Printing - Other,LEXON GB LTD,28/02/2018,512.56
Finance & Human Resources,Revenues,Supplies & Services,Printing - Other,MARKETING AT THE MILL,06/02/2018,168
Finance & Human Resources,Revenues,Supplies & Services,Stationery,PREMIER PAPER GROUP LTD,06/02/2018,107.5
Finance & Human Resources,Revenues,Supplies & Services,Stationery,PREMIER PAPER GROUP LTD,20/02/2018,129
Finance & Human Resources,Revenues,Supplies & Services,Printing - Other,TUDOR PRINT & SIGNS,16/02/2018,143
Finance & Human Resources,Revenues,Supplies & Services,Printing - Other,TUDOR PRINT & SIGNS,28/02/2018,102
Finance & Human Resources,Revenues,Supplies & Services,Postages,ROYAL MAIL GROUP PLC ,07/02/2018,124.6
Finance & Human Resources,Revenues,Supplies & Services,Postages,FREELANCE BUSINESS ASSOCIATES,13/02/2018,330
Finance & Human Resources,Revenues,Supplies & Services,Postages - Credit,ROYAL MAIL GROUP PLC ,13/02/2018,-623.47
Finance & Human Resources,Revenues,Supplies & Services,Postages,ROYAL MAIL GROUP PLC ,13/02/2018,1065.2
Finance & Human Resources,Revenues,Supplies & Services,Postages,ROYAL MAIL GROUP PLC ,07/02/2018,1777.03
Finance & Human Resources,Revenues,Supplies & Services,Postages,ROYAL MAIL GROUP PLC ,07/02/2018,2904.6
Finance & Human Resources,Revenues,Supplies & Services,Postages,ROYAL MAIL GROUP PLC ,23/02/2018,1294.87
Finance & Human Resources,Revenues,Supplies & Services,Postages,FRANCOTYP-POSTALIA LTD (POSTAGE),12/02/2018,3000
Finance & Human Resources,Revenues,Supplies & Services,Postages,G FORCE EXPRESS PARCELS LTD,12/02/2018,651.72
Finance & Human Resources,Revenues,Supplies & Services,Postages,ROYAL MAIL GROUP PLC ,21/02/2018,974.72
Finance & Human Resources,Revenues,Employees,External Processing,NORTHGATE PUBLIC SERVICES (UK) LTD,23/02/2018,2610
Finance & Human Resources,Revenues,Supplies & Services,Comp Software (Purch / Hire),NORTHGATE PUBLIC SERVICES (UK) LTD,01/02/2018,768
Finance & Human Resources,Revenues,Supplies & Services,Printing - Other,BAKER GOODCHILD MARKETING LTD,14/02/2018,757.52
Finance & Human Resources,Revenues,Supplies & Services,Postages,BAKER GOODCHILD MARKETING LTD,14/02/2018,2461.94
Finance & Human Resources,Revenues,Supplies & Services,Postages,BAKER GOODCHILD MARKETING LTD,14/02/2018,134.94
Finance & Human Resources,Revenues,Third Party Payments,Debt Collection Agent,ROSSENDALES LTD,08/02/2018,126.09
Finance & Human Resources,Revenues,Third Party Payments,Debt Collection Agent,ROSSENDALES LTD,26/02/2018,473
"Governance, Procurement & Commissioning",Commissioning,Supplies & Services,Other Grants (Expenses),South Staffordshire and Shropshire Healthcare NHS Foundation Trust,22/02/2018,10416.64
"Governance, Procurement & Commissioning",Democratic & Legal Services,Employees,Agency Supply Costs,Venn Group Limited,21/02/2018,418.26
"Governance, Procurement & Commissioning",Democratic & Legal Services,Employees,Agency Supply Costs,Venn Group Limited,21/02/2018,774.15
"Governance, Procurement & Commissioning",Democratic & Legal Services,Employees,Agency Supply Costs,Venn Group Limited,21/02/2018,2253.03
"Governance, Procurement & Commissioning",Democratic & Legal Services,Employees,Agency Supply Costs,Venn Group Limited,21/02/2018,2793.84
"Governance, Procurement & Commissioning",Democratic & Legal Services,Employees,Agency Supply Costs,Venn Group Limited,21/02/2018,2161.73
"Governance, Procurement & Commissioning",Democratic & Legal Services,Employees,Agency Supply Costs,Venn Group Limited,21/02/2018,1904.3
"Governance, Procurement & Commissioning",Democratic & Legal Services,Employees,Agency Supply Costs,Venn Group Limited,21/02/2018,806.25
"Governance, Procurement & Commissioning",Democratic & Legal Services,Employees,Agency Supply Costs,Venn Group Limited,21/02/2018,735.88
"Governance, Procurement & Commissioning",Democratic & Legal Services,Employees,Agency Supply Costs,Venn Group Limited,21/02/2018,2124.32
