Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,
"Development, Business & Housing",Strategic Housing,WDAF,Capital Expenditure,Other Capital Expenditure,ROSEMONT BUILDING CONTRACTORS,17/04/2013,7250,,,,,
"Development, Business & Housing",Strategic Housing,WDAF,Capital Expenditure,Other Capital Expenditure,REDACTED PERSONAL INFORMATION,17/04/2013,300,,,,,
"Development, Business & Housing",Strategic Housing,WDAF,Capital Expenditure,Other Capital Expenditure,Astor Bannerman (Medical) Ltd,17/04/2013,328.12,,,,,
"Development, Business & Housing",Strategic Housing,WDAF,Capital Expenditure,Other Capital Expenditure,ROSEMONT BUILDING CONTRACTORS,23/04/2013,1367,,,,,
"Development, Business & Housing",Strategic Housing,WDAF,Capital Expenditure,Other Capital Expenditure,POLLOCK LIFTS,23/04/2013,8424,,,,,
"Development, Business & Housing",Strategic Housing,WDAF,Capital Expenditure,Other Capital Expenditure,R E BROWN BUILDERS LIMITED,23/04/2013,4415.54,,,,,
"Development, Business & Housing",Strategic Housing,WDAF,Capital Expenditure,Other Capital Expenditure,STANNAH LIFT SERVICES LTD,23/04/2013,1641,,,,,
"Development, Business & Housing",Strategic Housing,WDAF,Capital Expenditure,Other Capital Expenditure,AIDS & ADAPTIONS LTD,12/04/2013,4122.84,,,,,
"Development, Business & Housing",Strategic Housing,WDAF,Capital Expenditure,Other Capital Expenditure,POLLOCK LIFTS,12/04/2013,6790,,,,,
"Development, Business & Housing",Strategic Housing,WDAF,Capital Expenditure,Other Capital Expenditure,REDACTED PERSONAL INFORMATION,12/04/2013,3995.12,,,,,
"Development, Business & Housing",Strategic Housing,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,29/04/2013,1600,,,,,
"Development, Business & Housing",Strategic Housing,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,29/04/2013,1600,,,,,
"Development, Business & Housing",Strategic Housing,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,29/04/2013,1600,,,,,
"Development, Business & Housing",Strategic Housing,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,29/04/2013,1352.59,,,,,
"Development, Business & Housing",Strategic Housing,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,29/04/2013,1272.08,,,,,
"Development, Business & Housing",Strategic Housing,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,29/04/2013,1600,,,,,
"Development, Business & Housing",Strategic Housing,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,25/04/2013,780,,,,,
"Development, Business & Housing",Strategic Housing,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,25/04/2013,1600,,,,,
"Development, Business & Housing",Strategic Housing,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,08/04/2013,102,,,,,
"Development, Business & Housing",Strategic Housing,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,08/04/2013,162,,,,,
"Development, Business & Housing",Strategic Housing,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,08/04/2013,162,,,,,
"Development, Business & Housing",Strategic Housing,WDAF,Capital Expenditure,Other Capital Expenditure,R E BROWN BUILDERS LIMITED,29/04/2013,1873.54,,,,,
"Development, Business & Housing",Strategic Housing,WDAK,Premises-Related Expenditure,Non Domestic Rates,PARK LANE CENTRE,17/04/2013,261.5,,,,,
"Development, Business & Housing",Strategic Housing,WDAK,Premises-Related Expenditure,Non Domestic Rates,PARK LANE CENTRE,12/04/2013,352.5,,,,,
"Development, Business & Housing",Strategic Housing,WDSP,Capital Expenditure,Legal Fees,LANYON BOWDLER SOLICITORS,08/04/2013,198,,,,,
"Development, Business & Housing",Strategic Housing,WDSP,Capital Expenditure,Payments to Contractor,STAVE-CON LTD,25/04/2013,3099.43,,,,,
"Development, Business & Housing",Strategic Housing,WDST,Capital Expenditure,Acquisition of land & existing buildings,WREKIN HOUSING TRUST,16/04/2013,500000,,,,,
"Development, Business & Housing",Strategic Housing,WDST,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,29/04/2013,1108.02,,,,,
"Development, Business & Housing",Strategic Housing,WDST,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,29/04/2013,9253,,,,,
"Development, Business & Housing",Strategic Housing,WDST,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,15/04/2013,1042,,,,,
"Development, Business & Housing",Strategic Housing,WDST,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,15/04/2013,1042,,,,,
"Development, Business & Housing",Strategic Housing,WDST,Capital Expenditure,Compensation,REDACTED PERSONAL INFORMATION,29/04/2013,895,,,,,
"Development, Business & Housing",Strategic Housing,WDST,Capital Expenditure,Compensation,Nutwell Logistics Ltd,15/04/2013,5073.37,,,,,
"Development, Business & Housing",Strategic Housing,WDST,Capital Expenditure,Compensation,GLYN UPTON REMOVALS,15/04/2013,220,,,,,
"Development, Business & Housing",Strategic Housing,WDST,Capital Expenditure,External Professional Fees,BARRY LOWE SURVEYS LTD,29/04/2013,600,,,,,
Education & Skills,Economy & Skills,ALAA,Premises-Related Expenditure,Hire Of Rooms,WROCKWARDINE WOOD & TRENCH PC 06047988,02/04/2013,180,,,,,
Education & Skills,Economy & Skills,ALAA,Premises-Related Expenditure,Hire Of Rooms,PARK LANE CENTRE,12/04/2013,112.5,,,,,
Education & Skills,Economy & Skills,ALAA,Supplies & Services,Sub Contractors,TELFORD COLLEGE OF ARTS & TECHNOLOGY,09/04/2013,8640,,,,,
Education & Skills,Economy & Skills,ALAA,Supplies & Services,Stationery,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),12/04/2013,101.95,,,,,
Education & Skills,Economy & Skills,ALAA,Third Party Payments,Childminders,CHILDCARE SOS,12/04/2013,814.65,,,,,
Education & Skills,Economy & Skills,ALAA,Third Party Payments,Childminders,CHILDCARE SOS,15/04/2013,2471.7,,,,,
Education & Skills,Economy & Skills,ALAA,Third Party Payments,Childminders,CHILDCARE SOS,15/04/2013,679.2,,,,,
Education & Skills,Economy & Skills,ALAA,Third Party Payments,Childminders,CHILDCARE SOS,12/04/2013,222.3,,,,,
Education & Skills,Economy & Skills,ALAA,Third Party Payments,Childminders,CHILDCARE SOS,12/04/2013,222.3,,,,,
Education & Skills,Economy & Skills,ALAA,Third Party Payments,Childminders,CHILDCARE SOS,12/04/2013,277.87,,,,,
Education & Skills,Economy & Skills,ALAA,Third Party Payments,Childminders,CHILDCARE SOS,12/04/2013,166.73,,,,,
Education & Skills,Economy & Skills,ALAA,Third Party Payments,Childminders,CHILDCARE SOS,12/04/2013,1947.32,,,,,
Education & Skills,Economy & Skills,ALAC,Premises-Related Expenditure,General Rents,A J (TELFORD) SELF-STORAGE LTD,16/04/2013,114.39,,,,,
Education & Skills,Economy & Skills,ALAF,Supplies & Services,Sub Contractors,TELFORD COLLEGE OF ARTS & TECHNOLOGY,09/04/2013,1200,,,,,
Education & Skills,Economy & Skills,ALAG,Supplies & Services,Computer Consumables,MICRODEC PLC,17/04/2013,3939,,,,,
Education & Skills,Economy & Skills,ALAG,Supplies & Services,Printing - Other,TAWS PRINTERS LTD,10/04/2013,180,,,,,
Education & Skills,Economy & Skills,ALAK,Supplies & Services,Telephones,TALKTALK BUSINESS LTD,02/04/2013,104.84,,,,,
Education & Skills,Economy & Skills,ANAD,Third Party Payments,Private Contractors,THE EDUCATION DEVELOPMENT SERVICE LTD,11/04/2013,4500,,,,,
Education & Skills,Economy & Skills,ANAD,Third Party Payments,Private Contractors,THE EDUCATION DEVELOPMENT SERVICE LTD,11/04/2013,750,,,,,
Education & Skills,Economy & Skills,ANAD,Third Party Payments,Private Contractors,THE EDUCATION DEVELOPMENT SERVICE LTD,11/04/2013,750,,,,,
Education & Skills,School Improvement,KHAA,Third Party Payments,DSG - High Needs Block,PRIORSLEE ACADEMY,24/04/2013,3286.45,,,,,
Education & Skills,School Improvement,KHAB,Supplies & Services,Equipment - Purchase,AT BROWN (COACHES) LTD,11/04/2013,1248,,,,,
Education & Skills,School Improvement,KHAE,Third Party Payments,DSG - High Needs Block,ABRAHAM DARBY ACADEMY,24/04/2013,9055.37,,,,,
Education & Skills,School Improvement,KHAE,Third Party Payments,DSG - High Needs Block,MADELEY ACADEMY TRUST LTD,24/04/2013,13931.35,,,,,
Education & Skills,School Improvement,KHAE,Third Party Payments,DSG - High Needs Block,NEWPORT GIRLS HIGH SCHOOL ACADEMY TRUST,24/04/2013,1741.42,,,,,
Education & Skills,School Improvement,KHAE,Third Party Payments,DSG - High Needs Block,Sutherland Arts Academy,29/04/2013,1712.4,,,,,
Education & Skills,School Improvement,KSAP,Supplies & Services,Section 17 Childrens Act,EXPOTEL HOTEL RESERVATIONS LIMITED,30/04/2013,218.61,,,,,
Education & Skills,School Improvement Primary,GBAJ,Supplies & Services,Mobile Phones,ORANGE PCS LTD,29/04/2013,135,,,,,
Education & Skills,School Improvement Primary,GBAJ,Supplies & Services,Equipment - Purchase,GL DISTRIBUTION SERVICE,25/04/2013,416.5,,,,,
Education & Skills,School Improvement Primary,KSAE,Employees,Other Employee Costs,THOMPSONS SOLICITORS,15/04/2013,291.67,,,,,
Education & Skills,School Improvement Primary,KSAE,Employees,Course Fees,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,25/04/2013,171,,,,,
Education & Skills,School Improvement Primary,KSAE,Employees,Course Fees,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,25/04/2013,171,,,,,
Education & Skills,School Improvement Primary,KSAE,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,15/04/2013,409.97,,,,,
Education & Skills,School Improvement Primary,KSAE,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,15/04/2013,416.26,,,,,
Education & Skills,School Improvement Secondary,GMAB,Supplies & Services,Subscriptions,MICRO LIBRARIAN SYSTEMS,23/04/2013,185,,,,,
Education & Skills,School Improvement Secondary,JCAG,Employees,Course Fees,SOVA,26/04/2013,2602.8,,,,,
Education & Skills,School Improvement Secondary,JCAG,Employees,Course Fees,SOVA,26/04/2013,2169,,,,,
Education & Skills,School Improvement Secondary,KSAC,Supplies & Services,Subscriptions,LEACAN 14+ LTD,09/04/2013,395,,,,,
Education & Skills,School Improvement Secondary,KSAC,Third Party Payments,Education Support,Lil Missy Salons,17/04/2013,500,,,,,
Education & Skills,School Improvement Secondary,KSAC,Third Party Payments,Private Contractors,THE EDUCATION DEVELOPMENT SERVICE LTD,09/04/2013,10000,,,,,
Education & Skills,School Improvement Secondary,KSAC,Third Party Payments,Education Support,Lil Missy Salons,09/04/2013,500,,,,,
Education & Skills,School Improvement Secondary,KSAF,Employees,Agency Supply Costs,CELSIAN EDUCATION,22/04/2013,551.6,,,,,
Education & Skills,School Improvement Secondary,KSAF,Employees,Agency Supply Costs,CELSIAN EDUCATION,22/04/2013,499.74,,,,,
Education & Skills,School Improvement Secondary,KSAF,Employees,Agency Supply Costs,CELSIAN EDUCATION,22/04/2013,1538.46,,,,,
Education & Skills,School Improvement Secondary,KSAF,Employees,Agency Supply Costs,CELSIAN EDUCATION,22/04/2013,1935.38,,,,,
Education & Skills,School Improvement Secondary,KSAF,Employees,Agency Supply Costs,CELSIAN EDUCATION,29/04/2013,499.74,,,,,
Education & Skills,School Improvement Secondary,KSAF,Employees,Agency Supply Costs,CELSIAN EDUCATION,29/04/2013,1525,,,,,
Education & Skills,School Improvement Secondary,KSAF,Supplies & Services,School Meals,MIDSHIRE CATERING SERVICES LTD,29/04/2013,189,,,,,
Education & Skills,School Improvement Secondary,KSAF,Supplies & Services,Exam Fees,AQA,22/04/2013,683.7,,,,,
Education & Skills,School Improvement Secondary,KSAF,Supplies & Services,Stationery,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),19/04/2013,262.47,,,,,
Education & Skills,School Improvement Secondary,KSAF,Supplies & Services,Materials,PEARSON EDUCATION,25/04/2013,106,,,,,
Education & Skills,School Improvement Secondary,KSAF,Supplies & Services,Furniture - Purchase,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),19/04/2013,2056.9,,,,,
Education & Skills,School Improvement Secondary,WKAB,Capital Expenditure,Computer Hardware,SPECIALIST COMPUTERS CENTRES PLC,10/04/2013,1949.75,,,,,
Education & Skills,School Improvement Secondary,WKAD,Capital Expenditure,Computer Hardware,SPECIALIST COMPUTERS CENTRES PLC,11/04/2013,-4185,,,,,
Education & Skills,School Improvement Secondary,WKAP,Capital Expenditure,Computer Hardware,NEWPORT GIRLS HIGH SCHOOL ACADEMY TRUST,17/04/2013,17590.83,,,,,
Education & Skills,Schools,FFAW,Supplies & Services,Equipment - Purchase,UNITED KINGDOM DODGEBALL ASSOCIATION,16/04/2013,532,,,,,
Education & Skills,Schools,KCAJ,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,05/04/2013,204.75,,,,,
Education & Skills,Schools,KCAJ,Supplies & Services,Equipment - Purchase,Cosy,16/04/2013,124.32,,,,,
Education & Skills,Schools,KCAJ,Supplies & Services,Equipment - Purchase,Cosy,05/04/2013,311.98,,,,,
Environment & Leisure Services,Arts & Culture,LCAA,Supplies & Services,Marketing & Publicity,SCADGE LTD,09/04/2013,252,,,,,
Environment & Leisure Services,Arts & Culture,LCAD,Supplies & Services,Equipment - Purchase,STAGE ELECTRICS PARTNERSHIP LTD,05/04/2013,133,,,,,
Environment & Leisure Services,Arts & Culture,LCAD,Supplies & Services,Equipment - Purchase,CLARITY RETAIL SYSTEMS LTD,12/04/2013,395,,,,,
Environment & Leisure Services,Arts & Culture,LCAD,Supplies & Services,Equipment - Purchase,STAGE ELECTRICS PARTNERSHIP LTD,30/04/2013,200,,,,,
Environment & Leisure Services,Arts & Culture,LCAD,Supplies & Services,Equipment - Purchase,STAGE ELECTRICS PARTNERSHIP LTD,30/04/2013,197,,,,,
Environment & Leisure Services,Arts & Culture,LCAD,Supplies & Services,Equipment - Purchase,STAGE ELECTRICS PARTNERSHIP LTD,30/04/2013,366,,,,,
Environment & Leisure Services,Arts & Culture,LCAD,Supplies & Services,Equipment - Purchase,STAGE ELECTRICS PARTNERSHIP LTD,30/04/2013,192.2,,,,,
Environment & Leisure Services,Arts & Culture,LCAD,Supplies & Services,Equipment - Purchase,STAGE ELECTRICS PARTNERSHIP LTD,30/04/2013,189.3,,,,,
Environment & Leisure Services,Arts & Culture,LCAD,Supplies & Services,Equipment - Purchase,STAGE ELECTRICS PARTNERSHIP LTD,05/04/2013,637.63,,,,,
Environment & Leisure Services,Arts & Culture,LCAD,Supplies & Services,Equipment - Purchase,J & C Joel Limited,08/04/2013,1729,,,,,
Environment & Leisure Services,Arts & Culture,LCAD,Supplies & Services,Equipment - Hire,J & C Joel Limited,08/04/2013,4844,,,,,
Environment & Leisure Services,Arts & Culture,LCAD,Supplies & Services,Furniture - Repair,ADT FIRE & SECURITY PLC,26/04/2013,826,,,,,
Environment & Leisure Services,Arts & Culture,LCAD,Supplies & Services,Computer Hardware (Maint),ARTIFAX SOFTWARE LTD,12/04/2013,1426.78,,,,,
Environment & Leisure Services,Arts & Culture,LCAD,Supplies & Services,Advertising,GET SMART,15/04/2013,2532,,,,,
Environment & Leisure Services,Arts & Culture,LCAD,Supplies & Services,Advertising,High Viz Publicity Ltd,15/04/2013,350,,,,,
Environment & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,PAUL HOLMAN ASSOCIATES LTD,09/04/2013,31743.5,,,,,
Environment & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,Sally Morgan Enterprises,16/04/2013,8000,,,,,
Environment & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,Brian Shaw Concerts,03/04/2013,2658.16,,,,,
Environment & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,All-Electric Productions,03/04/2013,3642.84,,,,,
Environment & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,THE CIRCUS OF HORRORS LTD,08/04/2013,1395.49,,,,,
Environment & Leisure Services,Arts & Culture,LCAF,Supplies & Services,Artistes Fees,CARMICHAEL SCHOOL OF DANCE,03/04/2013,5510.68,,,,,
Environment & Leisure Services,Arts & Culture,LCAL,Supplies & Services,Artistes Fees,Equip 4 Change,09/04/2013,240,,,,,
Environment & Leisure Services,Arts & Culture,LCAL,Supplies & Services,Artistes Fees,THE CULTURAL SISTERS,12/04/2013,1200,,,,,
Environment & Leisure Services,Arts & Culture,LCAL,Supplies & Services,Artistes Fees,THE CULTURAL SISTERS,12/04/2013,240,,,,,
Environment & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Promotion Expenses,Events in a Tent Ltd,24/04/2013,540.5,,,,,
Environment & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Equipment - Hire,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),09/04/2013,128.34,,,,,
Environment & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Promotion Expenses,SHOW SYSTEMS HIRE SERVICES LTD,10/04/2013,2508.08,,,,,
Environment & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Equipment - Hire,PROKILL UK LIMITED,15/04/2013,154.95,,,,,
Environment & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,26/04/2013,168.8,,,,,
Environment & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,26/04/2013,536.76,,,,,
Environment & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,26/04/2013,156.82,,,,,
